alarm_time,incident_type,description,response_time
2010-02-13 14:08:34 UTC,131,Passenger vehicle fire,5.2
2010-02-12 17:59:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-02-12 13:26:00 UTC,700,False alarm or false call  Other,5.0
2010-02-11 20:14:00 UTC,700,False alarm or false call  Other,3.0
2010-02-11 09:49:08 UTC,324,Motor Vehicle Accident with no injuries,10.73
2010-02-11 08:36:35 UTC,311,Medical assist  assist EMS crew,5.87
2010-02-09 17:39:00 UTC,324,Motor Vehicle Accident with no injuries,10.0
2010-02-09 14:24:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2010-02-09 08:08:00 UTC,324,Motor Vehicle Accident with no injuries,10.0
2010-02-08 11:05:00 UTC,700,False alarm or false call  Other,0.4
2010-02-07 18:12:31 UTC,700,False alarm or false call  Other,9.48
2010-02-06 20:39:13 UTC,321,EMS call  excluding vehicle accident with injury,3.75
2010-02-06 03:52:49 UTC,321,EMS call  excluding vehicle accident with injury,5.12
2010-02-05 04:30:00 UTC,324,Motor Vehicle Accident with no injuries,0.4
2010-02-05 02:40:46 UTC,311,Medical assist  assist EMS crew,10.25
2010-02-04 01:45:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2010-02-03 22:31:00 UTC,113,Cooking fire  confined to container,2.0
2010-02-02 23:06:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2010-02-02 18:02:38 UTC,150,Outside rubbish fire  Other,0.37
2010-02-02 16:18:00 UTC,321,EMS call  excluding vehicle accident with injury,5.02
2010-02-02 15:22:00 UTC,321,EMS call  excluding vehicle accident with injury,3.15
2010-02-01 23:33:22 UTC,700,False alarm or false call  Other,8.63
2010-01-31 09:01:00 UTC,353,Removal of victim(s) from stalled elevator,3.0
2010-01-30 12:54:00 UTC,743,Smoke detector activation  no fire - unintentional,3.0
2010-01-30 11:49:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2010-01-28 10:53:10 UTC,321,EMS call  excluding vehicle accident with injury,9.1
2010-01-27 19:18:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2010-01-26 21:53:00 UTC,311,Medical assist  assist EMS crew,9.0
2010-01-26 13:24:55 UTC,350,Extrication  rescue  Other,3.68
2010-01-26 11:37:46 UTC,321,EMS call  excluding vehicle accident with injury,3.37
2010-01-26 06:15:57 UTC,324,Motor Vehicle Accident with no injuries,25.7
2010-01-26 05:36:00 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2010-01-26 05:10:00 UTC,322,Motor vehicle accident with injuries,5.62
2010-01-26 01:46:00 UTC,321,EMS call  excluding vehicle accident with injury,10.0
2010-01-24 11:20:00 UTC,553,Public service,0.4
2010-01-24 03:35:11 UTC,321,EMS call  excluding vehicle accident with injury,4.02
2010-01-23 12:48:30 UTC,324,Motor Vehicle Accident with no injuries,2.17
2010-01-23 00:53:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2010-01-22 22:52:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2010-01-22 13:10:46 UTC,321,EMS call  excluding vehicle accident with injury,3.15
2010-01-22 07:20:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-01-22 02:36:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2010-01-21 10:01:00 UTC,311,Medical assist  assist EMS crew,4.0
2010-01-20 11:46:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2010-01-16 19:17:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2010-01-16 10:37:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-01-15 17:16:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-01-14 09:11:20 UTC,300,Rescue  EMS incident  other,2.87
2010-01-12 18:01:00 UTC,311,Medical assist  assist EMS crew,5.0
2010-01-12 10:06:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2010-01-11 10:05:45 UTC,321,EMS call  excluding vehicle accident with injury,3.6
2010-01-10 18:15:00 UTC,114,Chimney or flue fire  confined to chimney or flue,8.0
2010-01-09 03:05:04 UTC,311,Medical assist  assist EMS crew,3.47
2010-01-08 19:36:07 UTC,311,Medical assist  assist EMS crew,10.35
2010-01-07 15:11:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2010-01-07 14:53:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2010-01-07 11:33:00 UTC,322,Motor vehicle accident with injuries,17.0
2010-01-07 00:05:00 UTC,700,False alarm or false call  Other,6.0
2010-01-06 16:24:00 UTC,100,Fire  Other,2.0
2010-01-06 01:37:30 UTC,311,Medical assist  assist EMS crew,3.98
2010-01-05 10:47:35 UTC,321,EMS call  excluding vehicle accident with injury,2.55
2010-01-04 15:40:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2010-01-03 22:14:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2010-01-03 20:49:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2010-01-03 15:26:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2010-01-03 03:50:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2010-01-01 21:28:00 UTC,911,Citizen complaint,7.0
2009-12-29 23:09:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-12-29 19:05:00 UTC,114,Chimney or flue fire  confined to chimney or flue,9.0
2009-12-29 14:04:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-12-29 11:50:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-12-28 01:09:45 UTC,321,EMS call  excluding vehicle accident with injury,6.62
2009-12-27 19:30:18 UTC,300,Rescue  EMS incident  other,3.2
2009-12-27 08:22:40 UTC,311,Medical assist  assist EMS crew,1.18
2009-12-26 13:21:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-12-26 05:16:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-12-24 17:27:16 UTC,322,Motor vehicle accident with injuries,6.65
2009-12-20 17:50:00 UTC,100,Fire  Other,9.0
2009-12-19 22:21:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-12-19 20:13:00 UTC,140,Natural vegetation fire  Other,5.0
2009-12-19 16:15:00 UTC,321,EMS call  excluding vehicle accident with injury,11.0
2009-12-18 12:56:42 UTC,554,Assist invalid,11.27
2009-12-17 22:37:00 UTC,463,Vehicle accident  general cleanup,4.0
2009-12-17 07:29:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-12-14 22:02:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-12-13 18:28:31 UTC,311,Medical assist  assist EMS crew,8.15
2009-12-13 14:42:39 UTC,311,Medical assist  assist EMS crew,8.93
2009-12-12 12:59:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2009-12-11 18:27:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-12-11 15:26:00 UTC,322,Motor vehicle accident with injuries,7.0
2009-12-11 12:35:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-12-11 07:28:53 UTC,321,EMS call  excluding vehicle accident with injury,11.63
2009-12-10 05:07:54 UTC,311,Medical assist  assist EMS crew,9.58
2009-12-09 13:36:53 UTC,322,Motor vehicle accident with injuries,1.87
2009-12-09 09:13:30 UTC,300,Rescue  EMS incident  other,3.45
2009-12-08 09:04:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-12-07 20:56:11 UTC,322,Motor vehicle accident with injuries,5.4
2009-12-07 12:45:28 UTC,745,Alarm system activation  no fire - unintentional,3.78
2009-12-05 19:28:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-12-05 15:37:00 UTC,511,Lock-out,6.0
2009-12-04 21:14:00 UTC,111,Building fire,4.45
2009-12-03 21:32:11 UTC,322,Motor vehicle accident with injuries,3.67
2009-12-02 01:05:32 UTC,521,Water evacuation,3.05
2009-11-30 14:39:16 UTC,321,EMS call  excluding vehicle accident with injury,4.65
2009-11-29 19:29:00 UTC,324,Motor Vehicle Accident with no injuries,3.0
2009-11-28 20:04:30 UTC,321,EMS call  excluding vehicle accident with injury,1.73
2009-11-28 10:58:00 UTC,321,EMS call  excluding vehicle accident with injury,6.02
2009-11-28 10:14:00 UTC,324,Motor Vehicle Accident with no injuries,9.27
2009-11-26 21:05:00 UTC,463,Vehicle accident  general cleanup,6.0
2009-11-26 04:24:00 UTC,311,Medical assist  assist EMS crew,9.72
2009-11-25 22:54:00 UTC,100,Fire  Other,15.82
2009-11-25 09:15:00 UTC,311,Medical assist  assist EMS crew,5.33
2009-11-24 09:26:57 UTC,311,Medical assist  assist EMS crew,0.72
2009-11-21 19:03:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-11-20 14:05:00 UTC,153,Construction or demolition landfill fire,10.0
2009-11-20 13:54:00 UTC,553,Public service,0.4
2009-11-20 11:17:00 UTC,153,Construction or demolition landfill fire,1.0
2009-11-19 20:12:45 UTC,322,Motor vehicle accident with injuries,3.18
2009-11-19 14:46:24 UTC,311,Medical assist  assist EMS crew,4.67
2009-11-18 17:57:28 UTC,322,Motor vehicle accident with injuries,2.57
2009-11-18 15:38:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-11-16 17:51:09 UTC,142,Brush or brush-and-grass mixture fire,2.78
2009-11-16 07:38:00 UTC,411,Gasoline or other flammable liquid spill,10.03
2009-11-14 16:38:00 UTC,113,Cooking fire  confined to container,6.0
2009-11-14 00:14:00 UTC,700,False alarm or false call  Other,5.0
2009-11-13 12:50:00 UTC,311,Medical assist  assist EMS crew,7.87
2009-11-12 18:51:44 UTC,321,EMS call  excluding vehicle accident with injury,1.92
2009-11-11 16:07:00 UTC,321,EMS call  excluding vehicle accident with injury,11.0
2009-11-11 05:37:09 UTC,311,Medical assist  assist EMS crew,8.88
2009-11-10 18:25:19 UTC,142,Brush or brush-and-grass mixture fire,8.6
2009-11-10 15:33:00 UTC,322,Motor vehicle accident with injuries,4.0
2009-11-10 11:27:43 UTC,631,Authorized controlled burning,7.23
2009-11-08 21:05:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-11-08 09:56:00 UTC,463,Vehicle accident  general cleanup,12.0
2009-11-08 02:11:00 UTC,321,EMS call  excluding vehicle accident with injury,15.73
2009-11-07 16:45:39 UTC,142,Brush or brush-and-grass mixture fire,0.4
2009-11-07 13:40:52 UTC,322,Motor vehicle accident with injuries,9.2
2009-11-06 01:53:00 UTC,321,EMS call  excluding vehicle accident with injury,21.0
2009-11-05 23:30:00 UTC,321,EMS call  excluding vehicle accident with injury,11.0
2009-11-04 16:40:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-11-03 17:50:01 UTC,311,Medical assist  assist EMS crew,2.92
2009-11-03 10:12:37 UTC,551,Assist police or other governmental agency,0.4
2009-11-03 08:59:21 UTC,322,Motor vehicle accident with injuries,2.98
2009-11-03 02:42:00 UTC,463,Vehicle accident  general cleanup,6.0
2009-11-02 15:10:04 UTC,311,Medical assist  assist EMS crew,6.4
2009-11-01 23:40:57 UTC,321,EMS call  excluding vehicle accident with injury,3.83
2009-11-01 22:08:38 UTC,321,EMS call  excluding vehicle accident with injury,3.35
2009-11-01 04:20:00 UTC,321,EMS call  excluding vehicle accident with injury,6.07
2009-10-31 18:21:02 UTC,111,Building fire,9.07
2009-10-31 04:46:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2009-10-26 20:16:08 UTC,322,Motor vehicle accident with injuries,1.17
2009-10-24 23:46:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-10-23 17:35:46 UTC,131,Passenger vehicle fire,1.17
2009-10-23 04:13:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2009-10-21 15:49:00 UTC,151,Outside rubbish  trash or waste fire,9.0
2009-10-20 11:43:13 UTC,553,Public service,0.4
2009-10-20 06:14:13 UTC,463,Vehicle accident  general cleanup,10.35
2009-10-19 21:33:58 UTC,424,Carbon monoxide incident,0.4
2009-10-18 18:40:00 UTC,322,Motor vehicle accident with injuries,1.0
2009-10-17 22:10:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2009-10-17 11:53:34 UTC,324,Motor Vehicle Accident with no injuries,6.28
2009-10-16 15:40:00 UTC,322,Motor vehicle accident with injuries,0.4
2009-10-16 07:04:07 UTC,322,Motor vehicle accident with injuries,5.25
2009-10-15 16:53:00 UTC,553,Public service,7.0
2009-10-12 21:22:00 UTC,322,Motor vehicle accident with injuries,5.0
2009-10-11 16:10:25 UTC,510,Person in distress  Other,0.4
2009-10-11 00:46:21 UTC,311,Medical assist  assist EMS crew,7.33
2009-10-10 19:45:01 UTC,151,Outside rubbish  trash or waste fire,4.5
2009-10-10 14:54:57 UTC,131,Passenger vehicle fire,3.92
2009-10-09 20:16:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2009-10-08 20:46:55 UTC,352,Extrication of victim(s) from vehicle,5.65
2009-10-07 15:24:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2009-10-05 10:00:00 UTC,553,Public service,0.4
2009-10-03 20:26:00 UTC,322,Motor vehicle accident with injuries,1.0
2009-10-03 17:26:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-10-03 15:46:00 UTC,321,EMS call  excluding vehicle accident with injury,10.0
2009-10-03 10:54:00 UTC,321,EMS call  excluding vehicle accident with injury,12.0
2009-09-30 09:05:00 UTC,322,Motor vehicle accident with injuries,10.0
2009-09-29 17:08:40 UTC,321,EMS call  excluding vehicle accident with injury,5.18
2009-09-29 11:31:00 UTC,321,EMS call  excluding vehicle accident with injury,8.22
2009-09-28 20:39:01 UTC,311,Medical assist  assist EMS crew,6.22
2009-09-26 21:20:20 UTC,800,Severe weather or natural disaster  Other,0.4
2009-09-24 20:18:02 UTC,324,Motor Vehicle Accident with no injuries,4.28
2009-09-24 15:59:00 UTC,322,Motor vehicle accident with injuries,4.0
2009-09-24 12:03:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-09-23 21:10:25 UTC,321,EMS call  excluding vehicle accident with injury,5.17
2009-09-23 11:34:00 UTC,1601,Transformer Fire,9.0
2009-09-22 19:34:16 UTC,321,EMS call  excluding vehicle accident with injury,3.6
2009-09-22 19:07:23 UTC,321,EMS call  excluding vehicle accident with injury,7.15
2009-09-21 13:38:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-09-20 20:29:48 UTC,363,Swift water rescue,13.3
2009-09-20 16:23:16 UTC,321,EMS call  excluding vehicle accident with injury,4.05
2009-09-19 15:03:02 UTC,311,Medical assist  assist EMS crew,4.88
2009-09-18 21:09:00 UTC,356,High-angle rescue,23.0
2009-09-16 09:48:00 UTC,550,Public service assistance  Other,1.0
2009-09-16 07:49:01 UTC,321,EMS call  excluding vehicle accident with injury,7.67
2009-09-15 10:06:00 UTC,700,False alarm or false call  Other,5.0
2009-09-14 17:37:51 UTC,322,Motor vehicle accident with injuries,1.33
2009-09-13 19:57:05 UTC,631,Authorized controlled burning,5.37
2009-09-13 15:19:13 UTC,322,Motor vehicle accident with injuries,4.68
2009-09-13 11:57:25 UTC,300,Rescue  EMS incident  other,2.93
2009-09-12 21:04:00 UTC,700,False alarm or false call  Other,2.0
2009-09-12 17:50:00 UTC,500,Service Call  other,5.0
2009-09-12 16:04:00 UTC,131,Passenger vehicle fire,4.0
2009-09-12 01:11:45 UTC,321,EMS call  excluding vehicle accident with injury,8.32
2009-09-11 16:33:51 UTC,324,Motor Vehicle Accident with no injuries,5.15
2009-09-11 13:58:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-09-10 20:47:52 UTC,631,Authorized controlled burning,6.2
2009-09-08 16:29:28 UTC,321,EMS call  excluding vehicle accident with injury,6.4
2009-09-06 16:55:00 UTC,700,False alarm or false call  Other,8.0
2009-09-05 19:08:38 UTC,631,Authorized controlled burning,9.92
2009-09-05 14:47:32 UTC,322,Motor vehicle accident with injuries,6.63
2009-09-04 11:55:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-09-04 07:23:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2009-09-02 20:30:49 UTC,321,EMS call  excluding vehicle accident with injury,4.62
2009-09-02 14:54:25 UTC,321,EMS call  excluding vehicle accident with injury,3.25
2009-09-02 11:39:59 UTC,321,EMS call  excluding vehicle accident with injury,3.43
2009-09-01 02:54:00 UTC,551,Assist police or other governmental agency,14.0
2009-08-31 10:21:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2009-08-31 09:20:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-08-31 03:36:46 UTC,311,Medical assist  assist EMS crew,3.2
2009-08-30 15:17:33 UTC,321,EMS call  excluding vehicle accident with injury,7.18
2009-08-28 16:51:00 UTC,311,Medical assist  assist EMS crew,3.0
2009-08-28 13:09:00 UTC,511,Lock-out,0.4
2009-08-27 10:36:13 UTC,321,EMS call  excluding vehicle accident with injury,1.88
2009-08-27 08:18:21 UTC,321,EMS call  excluding vehicle accident with injury,3.33
2009-08-25 22:40:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2009-08-25 21:22:50 UTC,321,EMS call  excluding vehicle accident with injury,1.8
2009-08-25 21:20:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-08-25 13:11:00 UTC,321,EMS call  excluding vehicle accident with injury,4.4
2009-08-25 06:08:00 UTC,324,Motor Vehicle Accident with no injuries,5.17
2009-08-24 20:47:50 UTC,700,False alarm or false call  Other,1.45
2009-08-24 10:02:49 UTC,321,EMS call  excluding vehicle accident with injury,11.02
2009-08-24 08:15:12 UTC,352,Extrication of victim(s) from vehicle,0.3
2009-08-23 20:51:00 UTC,311,Medical assist  assist EMS crew,1.0
2009-08-23 20:10:42 UTC,100,Fire  Other,2.93
2009-08-23 07:15:00 UTC,113,Cooking fire  confined to container,7.0
2009-08-21 20:03:38 UTC,322,Motor vehicle accident with injuries,0.03
2009-08-21 10:58:13 UTC,131,Passenger vehicle fire,1.32
2009-08-20 11:36:19 UTC,300,Rescue  EMS incident  other,5.15
2009-08-19 19:18:12 UTC,311,Medical assist  assist EMS crew,2.58
2009-08-19 10:27:52 UTC,321,EMS call  excluding vehicle accident with injury,2.15
2009-08-18 21:07:06 UTC,550,Public service assistance  Other,2.28
2009-08-16 22:59:00 UTC,322,Motor vehicle accident with injuries,8.0
2009-08-16 22:01:27 UTC,321,EMS call  excluding vehicle accident with injury,1.67
2009-08-15 13:35:00 UTC,510,Person in distress  Other,5.18
2009-08-14 10:15:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2009-08-14 02:49:00 UTC,411,Gasoline or other flammable liquid spill,4.0
2009-08-11 18:53:38 UTC,300,Rescue  EMS incident  other,7.07
2009-08-11 16:53:00 UTC,700,False alarm or false call  Other,2.0
2009-08-10 23:13:00 UTC,321,EMS call  excluding vehicle accident with injury,4.85
2009-08-10 20:53:44 UTC,311,Medical assist  assist EMS crew,8.07
2009-08-10 20:01:32 UTC,600,Good intent call  Other,7.62
2009-08-10 19:41:27 UTC,111,Building fire,13.97
2009-08-10 19:37:28 UTC,700,False alarm or false call  Other,6.25
2009-08-10 18:45:55 UTC,341,Search for person on land,3.45
2009-08-10 18:25:01 UTC,111,Building fire,16.67
2009-08-10 15:35:47 UTC,311,Medical assist  assist EMS crew,5.43
2009-08-10 14:56:00 UTC,321,EMS call  excluding vehicle accident with injury,8.43
2009-08-10 06:37:26 UTC,321,EMS call  excluding vehicle accident with injury,6.55
2009-08-09 19:39:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-08-09 16:38:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2009-08-09 12:47:51 UTC,322,Motor vehicle accident with injuries,3.77
2009-08-09 02:30:03 UTC,300,Rescue  EMS incident  other,8.07
2009-08-08 19:37:00 UTC,700,False alarm or false call  Other,5.0
2009-08-08 04:54:29 UTC,311,Medical assist  assist EMS crew,4.67
2009-08-08 02:02:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2009-08-07 19:55:00 UTC,321,EMS call  excluding vehicle accident with injury,2.25
2009-08-07 11:42:00 UTC,730,System malfunction  Other,1.3
2009-08-07 10:23:00 UTC,111,Building fire,5.65
2009-08-07 10:12:29 UTC,150,Outside rubbish fire  Other,5.52
2009-08-06 18:43:30 UTC,321,EMS call  excluding vehicle accident with injury,1.88
2009-08-06 16:32:00 UTC,300,Rescue  EMS incident  other,2.35
2009-08-06 09:11:00 UTC,500,Service Call  other,11.0
2009-08-06 04:45:18 UTC,411,Gasoline or other flammable liquid spill,3.92
2009-08-05 15:06:42 UTC,357,Extrication of victim(s) from machinery,4.65
2009-08-04 19:44:00 UTC,813,Wind storm  tornado/hurricane assessment,0.4
2009-08-04 14:30:24 UTC,111,Building fire,6.8
2009-08-04 13:09:00 UTC,800,Severe weather or natural disaster  Other,0.4
2009-08-04 11:38:00 UTC,733,Smoke detector activation due to malfunction,6.0
2009-08-04 10:22:00 UTC,111,Building fire,6.0
2009-08-03 16:17:00 UTC,322,Motor vehicle accident with injuries,6.0
2009-08-03 10:45:00 UTC,321,EMS call  excluding vehicle accident with injury,1.45
2009-08-01 05:06:00 UTC,321,EMS call  excluding vehicle accident with injury,5.05
2009-07-31 16:55:00 UTC,132,Road freight or transport vehicle fire,9.88
2009-07-30 23:11:53 UTC,363,Swift water rescue,6.0
2009-07-30 19:13:14 UTC,300,Rescue  EMS incident  other,9.45
2009-07-29 16:01:12 UTC,321,EMS call  excluding vehicle accident with injury,3.78
2009-07-29 15:55:00 UTC,322,Motor vehicle accident with injuries,6.0
2009-07-29 07:05:00 UTC,700,False alarm or false call  Other,4.35
2009-07-28 22:00:00 UTC,900,Special type of incident  Other,0.4
2009-07-28 21:25:18 UTC,733,Smoke detector activation due to malfunction,2.15
2009-07-28 08:34:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2009-07-28 07:21:00 UTC,311,Medical assist  assist EMS crew,7.0
2009-07-27 14:30:31 UTC,322,Motor vehicle accident with injuries,6.95
2009-07-26 21:54:33 UTC,321,EMS call  excluding vehicle accident with injury,5.78
2009-07-26 16:15:11 UTC,744,Detector activation  no fire - unintentional,5.5
2009-07-26 12:49:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2009-07-26 12:06:36 UTC,311,Medical assist  assist EMS crew,3.98
2009-07-23 20:34:48 UTC,131,Passenger vehicle fire,1.72
2009-07-23 15:08:02 UTC,311,Medical assist  assist EMS crew,1.9
2009-07-23 13:46:00 UTC,321,EMS call  excluding vehicle accident with injury,4.42
2009-07-22 18:56:00 UTC,511,Lock-out,0.4
2009-07-22 18:12:10 UTC,322,Motor vehicle accident with injuries,5.87
2009-07-22 17:17:24 UTC,321,EMS call  excluding vehicle accident with injury,2.37
2009-07-22 01:23:09 UTC,300,Rescue  EMS incident  other,3.75
2009-07-21 17:22:19 UTC,300,Rescue  EMS incident  other,4.23
2009-07-21 08:40:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2009-07-19 10:21:49 UTC,322,Motor vehicle accident with injuries,5.62
2009-07-18 19:16:25 UTC,300,Rescue  EMS incident  other,11.02
2009-07-18 10:31:54 UTC,300,Rescue  EMS incident  other,1.2
2009-07-16 18:56:13 UTC,321,EMS call  excluding vehicle accident with injury,2.45
2009-07-16 16:53:19 UTC,324,Motor Vehicle Accident with no injuries,0.4
2009-07-16 16:18:51 UTC,322,Motor vehicle accident with injuries,4.52
2009-07-15 21:07:08 UTC,442,Overheated motor,3.08
2009-07-15 11:10:00 UTC,440,Electrical  wiring/equipment problem  Other,13.0
2009-07-15 00:30:40 UTC,311,Medical assist  assist EMS crew,7.5
2009-07-14 16:34:07 UTC,311,Medical assist  assist EMS crew,1.85
2009-07-14 13:26:10 UTC,321,EMS call  excluding vehicle accident with injury,6.45
2009-07-13 14:48:11 UTC,321,EMS call  excluding vehicle accident with injury,5.28
2009-07-13 13:00:00 UTC,510,Person in distress  Other,9.08
2009-07-13 08:16:24 UTC,743,Smoke detector activation  no fire - unintentional,6.27
2009-07-12 20:43:45 UTC,300,Rescue  EMS incident  other,2.83
2009-07-12 19:09:37 UTC,131,Passenger vehicle fire,7.53
2009-07-12 02:12:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2009-07-09 10:51:10 UTC,300,Rescue  EMS incident  other,2.55
2009-07-08 20:58:00 UTC,322,Motor vehicle accident with injuries,2.0
2009-07-08 05:21:00 UTC,324,Motor Vehicle Accident with no injuries,11.0
2009-07-08 01:25:28 UTC,311,Medical assist  assist EMS crew,3.08
2009-07-07 21:15:01 UTC,324,Motor Vehicle Accident with no injuries,3.22
2009-07-06 17:44:20 UTC,324,Motor Vehicle Accident with no injuries,0.4
2009-07-05 14:30:32 UTC,321,EMS call  excluding vehicle accident with injury,3.25
2009-07-04 23:45:57 UTC,400,Hazardous condition  Other,1.97
2009-07-04 22:04:00 UTC,321,EMS call  excluding vehicle accident with injury,6.35
2009-07-04 10:45:00 UTC,900,Special type of incident  Other,5.0
2009-07-03 02:59:00 UTC,561,Unauthorized burning,4.5
2009-06-28 19:41:43 UTC,321,EMS call  excluding vehicle accident with injury,3.4
2009-06-28 15:45:00 UTC,745,Alarm system activation  no fire - unintentional,1.17
2009-06-28 08:11:00 UTC,700,False alarm or false call  Other,6.7
2009-06-28 04:23:32 UTC,550,Public service assistance  Other,0.4
2009-06-27 18:42:27 UTC,324,Motor Vehicle Accident with no injuries,5.83
2009-06-27 18:17:02 UTC,554,Assist invalid,0.98
2009-06-27 15:23:00 UTC,322,Motor vehicle accident with injuries,2.0
2009-06-26 16:51:11 UTC,321,EMS call  excluding vehicle accident with injury,2.3
2009-06-26 11:18:31 UTC,322,Motor vehicle accident with injuries,2.45
2009-06-26 04:25:00 UTC,800,Severe weather or natural disaster  Other,2.0
2009-06-26 04:15:05 UTC,111,Building fire,17.75
2009-06-26 04:00:00 UTC,745,Alarm system activation  no fire - unintentional,6.98
2009-06-25 23:00:00 UTC,322,Motor vehicle accident with injuries,1.0
2009-06-24 20:55:12 UTC,300,Rescue  EMS incident  other,3.65
2009-06-24 14:19:00 UTC,500,Service Call  other,0.4
2009-06-24 09:12:18 UTC,733,Smoke detector activation due to malfunction,4.67
2009-06-24 07:31:45 UTC,300,Rescue  EMS incident  other,7.6
2009-06-24 03:37:00 UTC,311,Medical assist  assist EMS crew,8.0
2009-06-23 16:57:00 UTC,300,Rescue  EMS incident  other,8.0
2009-06-22 18:41:00 UTC,321,EMS call  excluding vehicle accident with injury,2.42
2009-06-22 10:59:25 UTC,322,Motor vehicle accident with injuries,7.48
2009-06-20 12:35:02 UTC,321,EMS call  excluding vehicle accident with injury,1.08
2009-06-19 17:50:14 UTC,321,EMS call  excluding vehicle accident with injury,2.52
2009-06-18 15:45:45 UTC,300,Rescue  EMS incident  other,4.98
2009-06-18 10:50:35 UTC,352,Extrication of victim(s) from vehicle,6.07
2009-06-17 19:11:00 UTC,322,Motor vehicle accident with injuries,0.52
2009-06-16 21:16:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2009-06-15 09:53:25 UTC,700,False alarm or false call  Other,3.52
2009-06-15 08:38:33 UTC,541,Animal problem,1.62
2009-06-13 23:10:00 UTC,151,Outside rubbish  trash or waste fire,7.0
2009-06-13 14:07:46 UTC,510,Person in distress  Other,0.4
2009-06-13 08:21:18 UTC,900,Special type of incident  Other,3.7
2009-06-12 15:23:00 UTC,700,False alarm or false call  Other,6.0
2009-06-12 14:15:57 UTC,322,Motor vehicle accident with injuries,9.1
2009-06-12 13:20:47 UTC,111,Building fire,0.83
2009-06-12 13:12:00 UTC,700,False alarm or false call  Other,5.0
2009-06-12 12:20:00 UTC,600,Good intent call  Other,2.0
